chamber,gas,estimate,p.value,date,average_temp_kelvin,plot,ecosystem_name,ecosystem_block,rep,total_vol_m3,flux,units,term,std.error,statistic,soil_moist_percent,soil_temp_c,plant_cover_percent
UP 2-4,n2o,6.774095209451794e-4,0.1071896728509632,2023-06-15,301.75,UP_2,UP,2,4,0.008475211,0.07704039808879096,nmol_m2_s1,min_elapsed,2.974461371169955e-4,2.27741912371426,15.3,18.5,25
SW 1-1,co2,40.90019409328553,9.503284591005809e-5,2023-07-06,304.15,SW_1,SW,1,1,0.006385043,3.476685096895856,umol_m2_s1,NA,NA,NA,NA,NA,NA
SW 1-2,co2,33.03276675906178,0.00105768965388423,2023-07-06,304.05,SW_1,SW,1,2,0.007651811,3.366108875262467,umol_m2_s1,NA,NA,NA,NA,NA,NA
SW 1-3,co2,30.11376133726339,0.00359267734434561,2023-07-06,304.75,SW_1,SW,1,3,0.006955088,2.782837843061414,umol_m2_s1,NA,NA,NA,NA,NA,NA
SW 1-4,co2,23.26568186872338,1.9648518464018697e-4,2023-07-06,306,SW_1,SW,1,4,0.01012201,3.1161984146570876,umol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-1,co2,64.58740270047589,9.34355802759244e-5,2023-07-06,304,SW_2,SW,2,1,0.007588473,6.528187376471025,umol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-2,co2,39.127308885725334,1.9626272197105743e-4,2023-07-06,303.45,SW_2,SW,2,2,0.007145104,3.7304856431910207,umol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-3,co2,26.181835694505185,0.0071512725474311804,2023-07-06,303.85,SW_2,SW,2,3,0.007081765,2.470849794172064,umol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-4,co2,57.56340482593675,2.3167177720046569e-4,2023-07-06,304.3,SW_2,SW,2,4,0.008538549,6.540223326541557,umol_m2_s1,NA,NA,NA,NA,NA,NA
UP 1-1,co2,58.85535271403219,2.5808634118893635e-6,2023-07-06,304.1,UP_1,UP,1,1,0.009171934,7.187774587552048,umol_m2_s1,NA,NA,NA,NA,NA,NA
UP 1-2,co2,50.35507930896283,8.734133264756108e-5,2023-07-06,303.15,UP_1,UP,1,2,0.009551964,6.424544921949088,umol_m2_s1,NA,NA,NA,NA,NA,NA
UP 1-3,co2,71.40678230465588,4.62847308674651e-5,2023-07-06,303.8,UP_1,UP,1,3,0.007968503,7.583896823478693,umol_m2_s1,NA,NA,NA,NA,NA,NA
UP 1-4,co2,50.02665537717836,0.0020252397132043,2023-07-06,303.15,UP_1,UP,1,4,0.007905165,5.282248352082627,umol_m2_s1,NA,NA,NA,NA,NA,NA
UP 2-1,co2,43.19123425891532,1.9026208958089876e-4,2023-07-06,291.3,UP_2,UP,2,1,0.00891858,5.3544494638521,umol_m2_s1,NA,NA,NA,NA,NA,NA
UP 2-2,co2,48.57711962329389,1.8499951121943984e-4,2023-07-06,291.55,UP_2,UP,2,2,0.006765073,4.564100330442616,umol_m2_s1,NA,NA,NA,NA,NA,NA
UP 2-3,co2,35.42633312405868,3.819429424117604e-5,2023-07-06,291.5,UP_2,UP,2,3,0.008981918,4.419984132958169,umol_m2_s1,NA,NA,NA,NA,NA,NA
UP 2-4,co2,48.05332770670577,3.1957654025282146e-5,2023-07-06,291.4,UP_2,UP,2,4,0.008475211,5.659113721680074,umol_m2_s1,NA,NA,NA,NA,NA,NA
SW 1-1,ch4,-0.01795237553375805,0.08567741196197437,2023-07-06,304.15,SW_1,SW,1,1,0.006385043,-1.526025923733718,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 1-2,ch4,5.534135502537945e-4,0.7074053536934678,2023-07-06,304.05,SW_1,SW,1,2,0.007651811,0.05639401255084933,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 1-3,ch4,-0.01188674994509546,0.18293463929377343,2023-07-06,304.75,SW_1,SW,1,3,0.006955088,-1.0984644929521743,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 1-4,ch4,-0.00431481761222328,0.5773237036177747,2023-07-06,306,SW_1,SW,1,4,0.01012201,-0.5779253700197894,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-1,ch4,3.2362589266147487e-4,0.9796498901451915,2023-07-06,304,SW_2,SW,2,1,0.007588473,0.03271056551026537,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-2,ch4,-0.02026207717016601,0.07244873036286818,2023-07-06,303.45,SW_2,SW,2,2,0.007145104,-1.9318320154675677,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-3,ch4,-0.00137973068363519,0.9068891356013732,2023-07-06,303.85,SW_2,SW,2,3,0.007081765,-0.13020887135077255,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-4,ch4,0.00440382631325857,0.6392876027331404,2023-07-06,304.3,SW_2,SW,2,4,0.008538549,0.5003527443712585,nmol_m2_s1,NA,NA,NA,NA,NA,NA
UP 1-1,ch4,-0.02469419232559057,0.04601936718355282,2023-07-06,304.1,UP_1,UP,1,1,0.009171934,-3.015805357932794,nmol_m2_s1,NA,NA,NA,NA,NA,NA
UP 1-2,ch4,-0.01290760989216554,0.2599392559081978,2023-07-06,303.15,UP_1,UP,1,2,0.009551964,-1.6468153903284948,nmol_m2_s1,NA,NA,NA,NA,NA,NA
UP 1-3,ch4,-0.00797587120193792,0.5258153783887606,2023-07-06,303.8,UP_1,UP,1,3,0.007968503,-0.8470929836157626,nmol_m2_s1,NA,NA,NA,NA,NA,NA
UP 1-4,ch4,-0.01396823133056208,0.262576671250281,2023-07-06,303.15,UP_1,UP,1,4,0.007905165,-1.4748870651270805,nmol_m2_s1,NA,NA,NA,NA,NA,NA
UP 2-1,ch4,-0.00897317421658313,0.1894064603603711,2023-07-06,291.3,UP_2,UP,2,1,0.00891858,-1.1124110875140718,nmol_m2_s1,NA,NA,NA,NA,NA,NA
UP 2-2,ch4,6.156221917232291e-4,0.6060822441865285,2023-07-06,291.55,UP_2,UP,2,2,0.006765073,0.05784125264035725,nmol_m2_s1,NA,NA,NA,NA,NA,NA
UP 2-3,ch4,-0.00381649572998455,9.751191701299716e-4,2023-07-06,291.5,UP_2,UP,2,3,0.008981918,-0.4761669945055184,nmol_m2_s1,NA,NA,NA,NA,NA,NA
UP 2-4,ch4,-0.0094508010543679,0.12719667613923882,2023-07-06,291.4,UP_2,UP,2,4,0.008475211,-1.112995925153762,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 1-1,n2o,-8.324670961521282e-4,0.2915735002091191,2023-07-06,304.15,SW_1,SW,1,1,0.006385043,-0.07076313477259051,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 1-2,n2o,8.626141950038203e-4,0.08140092035766948,2023-07-06,304.05,SW_1,SW,1,2,0.007651811,0.08790221294234148,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 1-3,n2o,-2.9372072958431335e-4,0.6659768688124028,2023-07-06,304.75,SW_1,SW,1,3,0.006955088,-0.02714297800346168,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 1-4,n2o,-2.61192368102179e-4,0.7325630289944621,2023-07-06,306,SW_1,SW,1,4,0.01012201,-0.03498402703145024,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-1,n2o,-0.00165703221988028,0.49757022202730705,2023-07-06,304,SW_2,SW,2,1,0.007588473,-0.16748493309746454,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-2,n2o,-0.00112662109371548,0.45944360749775065,2023-07-06,303.45,SW_2,SW,2,2,0.007145104,-0.1074145893267674,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-3,n2o,0.00108120181105595,0.5195201148063123,2023-07-06,303.85,SW_2,SW,2,3,0.007081765,0.10203590395560865,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-4,n2o,0.00152734835882047,0.3807591975608623,2023-07-06,304.3,SW_2,SW,2,4,0.008538549,0.1735338518337904,nmol_m2_s1,NA,NA,NA,NA,NA,NA
UP 1-1,n2o,-5.113117738850982e-4,0.635321656412054,2023-07-06,304.1,UP_1,UP,1,1,0.009171934,-0.06244451192917979,nmol_m2_s1,NA,NA,NA,NA,NA,NA
UP 1-2,n2o,-5.590895258664091e-5,0.9699207666458798,2023-07-06,303.15,UP_1,UP,1,2,0.009551964,-0.00713313497588043,nmol_m2_s1,NA,NA,NA,NA,NA,NA
UP 1-3,n2o,7.585702199959076e-4,0.4422842544438114,2023-07-06,303.8,UP_1,UP,1,3,0.007968503,0.08056543224798683,nmol_m2_s1,NA,NA,NA,NA,NA,NA
UP 1-4,n2o,3.901093548438484e-4,0.7902808624632378,2023-07-06,303.15,UP_1,UP,1,4,0.007905165,0.04119113063265038,nmol_m2_s1,NA,NA,NA,NA,NA,NA
UP 2-1,n2o,2.978393428890889e-4,0.8377059016130977,2023-07-06,291.3,UP_2,UP,2,1,0.00891858,0.03692336505797725,nmol_m2_s1,NA,NA,NA,NA,NA,NA
UP 2-2,n2o,-1.4687069334824937e-5,0.9765249833077496,2023-07-06,291.55,UP_2,UP,2,2,0.006765073,-0.00137993480313649,nmol_m2_s1,NA,NA,NA,NA,NA,NA
UP 2-3,n2o,2.540051976189404e-4,0.6427933594445635,2023-07-06,291.5,UP_2,UP,2,3,0.008981918,0.03169108525099299,nmol_m2_s1,NA,NA,NA,NA,NA,NA
UP 2-4,n2o,-0.00100943481904994,0.17979536716672825,2023-07-06,291.4,UP_2,UP,2,4,0.008475211,-0.1188784774801348,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 1-1,co2,35.860805132210466,4.003676526431665e-6,2023-07-18,304.65,SW_1,SW,1,1,0.006385043,3.0433132809132375,umol_m2_s1,NA,NA,NA,47.5,20.2,40
SW 1-2,co2,32.020245687153405,1.651948052164956e-5,2023-07-18,303.3,SW_1,SW,1,2,0.007651811,3.270999406940326,umol_m2_s1,NA,NA,NA,46.9,20.1,25
SW 1-3,co2,29.635298560395757,1.8650145873446588e-5,2023-07-18,303.4,SW_1,SW,1,3,0.006955088,2.7508083956989213,umol_m2_s1,NA,NA,NA,43.1,19.7,50
SW 1-4,co2,24.13724539621527,1.240554691241242e-5,2023-07-18,303.95,SW_1,SW,1,4,0.01012201,3.254740001472905,umol_m2_s1,NA,NA,NA,46.8,19.7,40
SW 2-1,co2,51.056784563294805,8.123711324648758e-5,2023-07-18,307.1,SW_2,SW,2,1,0.007588473,5.108483778831963,umol_m2_s1,NA,NA,NA,25.9,23.8,65
SW 2-2,co2,34.26709223607671,9.142219131782417e-5,2023-07-18,307.15,SW_2,SW,2,2,0.007145104,3.2277453922949277,umol_m2_s1,NA,NA,NA,38,23.3,NA
SW 2-3,co2,36.982624295342696,2.7464931560316336e-4,2023-07-18,306.9,SW_2,SW,2,3,0.007081765,3.455463657234351,umol_m2_s1,NA,NA,NA,32.2,23.3,25
SW 2-4,co2,43.57931072984134,9.302614783309678e-4,2023-07-18,307.45,SW_2,SW,2,4,0.008538549,4.9006525879208205,umol_m2_s1,NA,NA,NA,30.7,23.1,55
UP 1-1,co2,46.734457813097634,5.832470183193801e-5,2023-07-18,285,UP_1,UP,1,1,0.009171934,6.089999415709552,umol_m2_s1,NA,NA,NA,26.4,25.2,70
UP 1-2,co2,38.01838772837012,1.246202289334579e-4,2023-07-18,285,UP_1,UP,1,2,0.009551964,5.159474779719745,umol_m2_s1,NA,NA,NA,27.5,24.3,25
UP 1-3,co2,45.46728255599583,5.7938880712756325e-5,2023-07-18,285,UP_1,UP,1,3,0.007968503,5.147482281518244,umol_m2_s1,NA,NA,NA,28.9,23.2,40
UP 1-4,co2,40.03826649470567,1.8648573145354087e-4,2023-07-18,285,UP_1,UP,1,4,0.007905165,4.496818163212596,umol_m2_s1,NA,NA,NA,27.6,22.8,15
UP 2-1,co2,35.407973305184726,2.2730700529638797e-4,2023-07-18,306.55,UP_2,UP,2,1,0.00891858,4.171184907390045,umol_m2_s1,NA,NA,NA,21.7,21.2,35
UP 2-2,co2,34.6600000491566,3.0857539090550697e-4,2023-07-18,305.75,UP_2,UP,2,2,0.006765073,3.105264239849907,umol_m2_s1,NA,NA,NA,25.5,21.7,45
UP 2-3,co2,27.318345971453443,2.32361949224954e-4,2023-07-18,305.95,UP_2,UP,2,3,0.008981918,3.2474091541059935,umol_m2_s1,NA,NA,NA,28.2,21.8,15
UP 2-4,co2,36.42160775875697,4.231839021063809e-4,2023-07-18,306.25,UP_2,UP,2,4,0.008475211,4.081290574780302,umol_m2_s1,NA,NA,NA,28.7,21.4,30
SW 1-1,ch4,-0.0030157525895928,0.0491976713733188,2023-07-18,304.65,SW_1,SW,1,1,0.006385043,-0.2559306706589421,nmol_m2_s1,NA,NA,NA,47.5,20.2,40
SW 1-2,ch4,-0.02783298903724179,0.5634797561310807,2023-07-18,303.3,SW_1,SW,1,2,0.007651811,-2.8432539688700955,nmol_m2_s1,NA,NA,NA,46.9,20.1,25
SW 1-3,ch4,-8.549309740963937e-4,0.2767425492357562,2023-07-18,303.4,SW_1,SW,1,3,0.006955088,-0.07935642343857699,nmol_m2_s1,NA,NA,NA,43.1,19.7,50
SW 1-4,ch4,-9.98492782525853e-5,0.9143097808719128,2023-07-18,303.95,SW_1,SW,1,4,0.01012201,-0.01346398210368468,nmol_m2_s1,NA,NA,NA,46.8,19.7,40
SW 2-1,ch4,-0.00322003254357423,0.11707595542892296,2023-07-18,307.1,SW_2,SW,2,1,0.007588473,-0.3221801795169386,nmol_m2_s1,NA,NA,NA,25.9,23.8,65
SW 2-2,ch4,-0.00530851042694787,0.0132691522291819,2023-07-18,307.15,SW_2,SW,2,2,0.007145104,-0.5000284223851124,nmol_m2_s1,NA,NA,NA,38,23.3,NA
SW 2-3,ch4,-0.01798000137472966,0.8493213280164649,2023-07-18,306.9,SW_2,SW,2,3,0.007081765,-1.6799576149934303,nmol_m2_s1,NA,NA,NA,32.2,23.3,25
SW 2-4,ch4,0.02284925766928902,0.1810072920451936,2023-07-18,307.45,SW_2,SW,2,4,0.008538549,2.5694824414098427,nmol_m2_s1,NA,NA,NA,30.7,23.1,55
UP 1-1,ch4,0.09495499119840212,0.13064668032021984,2023-07-18,285,UP_1,UP,1,1,0.009171934,12.373650363713196,nmol_m2_s1,NA,NA,NA,26.4,25.2,70
UP 1-2,ch4,-0.0086723776196604,3.801148490452732e-5,2023-07-18,285,UP_1,UP,1,2,0.009551964,-1.176928225587383,nmol_m2_s1,NA,NA,NA,27.5,24.3,25
UP 1-3,ch4,-0.0090540312162842,9.489519279816694e-6,2023-07-18,285,UP_1,UP,1,3,0.007968503,-1.0250330048807823,nmol_m2_s1,NA,NA,NA,28.9,23.2,40
UP 1-4,ch4,-0.01677481780627033,0.4166126940530001,2023-07-18,285,UP_1,UP,1,4,0.007905165,-1.8840302540519125,nmol_m2_s1,NA,NA,NA,27.6,22.8,15
UP 2-1,ch4,-0.00411645293422648,0.03064193656803554,2023-07-18,306.55,UP_2,UP,2,1,0.00891858,-0.48493276368101856,nmol_m2_s1,NA,NA,NA,21.7,21.2,35
UP 2-2,ch4,-0.12236308926996708,0.2790799124196217,2023-07-18,305.75,UP_2,UP,2,2,0.006765073,-10.962773365513502,nmol_m2_s1,NA,NA,NA,25.5,21.7,45
UP 2-3,ch4,-0.00211645121441149,0.3690810006876052,2023-07-18,305.95,UP_2,UP,2,3,0.008981918,-0.25158854987342966,nmol_m2_s1,NA,NA,NA,28.2,21.8,15
UP 2-4,ch4,-0.0019112211932081,0.20869389235745203,2023-07-18,306.25,UP_2,UP,2,4,0.008475211,-0.21416542327912863,nmol_m2_s1,NA,NA,NA,28.7,21.4,30
SW 1-1,n2o,0.00122189416026744,0.01467729004897788,2023-07-18,304.65,SW_1,SW,1,1,0.006385043,0.10369557270403128,nmol_m2_s1,NA,NA,NA,47.5,20.2,40
SW 1-2,n2o,0.00126481359465045,0.04551717441321984,2023-07-18,303.3,SW_1,SW,1,2,0.007651811,0.12920589549540962,nmol_m2_s1,NA,NA,NA,46.9,20.1,25
SW 1-3,n2o,9.17516268412884e-4,0.12269415428938676,2023-07-18,303.4,SW_1,SW,1,3,0.006955088,0.08516571713279211,nmol_m2_s1,NA,NA,NA,43.1,19.7,50
SW 1-4,n2o,7.514457239765121e-4,0.19419122530747404,2023-07-18,303.95,SW_1,SW,1,4,0.01012201,0.10132723998180906,nmol_m2_s1,NA,NA,NA,46.8,19.7,40
SW 2-1,n2o,4.552101444003762e-4,0.26964823689867395,2023-07-18,307.1,SW_2,SW,2,1,0.007588473,0.04554602602806392,nmol_m2_s1,NA,NA,NA,25.9,23.8,65
SW 2-2,n2o,-2.620096576159845e-5,0.9660218479274836,2023-07-18,307.15,SW_2,SW,2,2,0.007145104,-0.00246796681574401,nmol_m2_s1,NA,NA,NA,38,23.3,NA
SW 2-3,n2o,1.4258775673236173e-4,0.6720827454374573,2023-07-18,306.9,SW_2,SW,2,3,0.007081765,0.01332265680824863,nmol_m2_s1,NA,NA,NA,32.2,23.3,25
SW 2-4,n2o,-3.6687630825579256e-5,0.9258824935492916,2023-07-18,307.45,SW_2,SW,2,4,0.008538549,-0.00412565802301557,nmol_m2_s1,NA,NA,NA,30.7,23.1,55
UP 1-1,n2o,7.80174586276009e-4,0.1652785992942127,2023-07-18,285,UP_1,UP,1,1,0.009171934,0.1016650881791286,nmol_m2_s1,NA,NA,NA,26.4,25.2,70
UP 1-2,n2o,3.624930431040145e-4,0.4343946082696208,2023-07-18,285,UP_1,UP,1,2,0.009551964,0.04919392497865942,nmol_m2_s1,NA,NA,NA,27.5,24.3,25
UP 1-3,n2o,7.81914809343101e-4,0.12214232570218198,2023-07-18,285,UP_1,UP,1,3,0.007968503,0.08852283225401515,nmol_m2_s1,NA,NA,NA,28.9,23.2,40
UP 1-4,n2o,6.283106568476311e-4,0.00198069480753449,2023-07-18,285,UP_1,UP,1,4,0.007905165,0.0705674601128416,nmol_m2_s1,NA,NA,NA,27.6,22.8,15
UP 2-1,n2o,5.527991542206143e-4,0.2669391900121817,2023-07-18,306.55,UP_2,UP,2,1,0.00891858,0.06512170208186896,nmol_m2_s1,NA,NA,NA,21.7,21.2,35
UP 2-2,n2o,3.1487711769447594e-4,0.04500698206686691,2023-07-18,305.75,UP_2,UP,2,2,0.006765073,0.02821052083487978,nmol_m2_s1,NA,NA,NA,25.5,21.7,45
UP 2-3,n2o,7.122416891792734e-4,0.19168438802532545,2023-07-18,305.95,UP_2,UP,2,3,0.008981918,0.08466618673742606,nmol_m2_s1,NA,NA,NA,28.2,21.8,15
UP 2-4,n2o,8.722802992132285e-4,0.01770089062638455,2023-07-18,306.25,UP_2,UP,2,4,0.008475211,0.097744981147614,nmol_m2_s1,NA,NA,NA,28.7,21.4,30
SW 1-1,co2,35.860805132210466,4.003676526431665e-6,2023-08-02,307.2,SW_1,SW,1,1,0.006385043,3.018051403093157,umol_m2_s1,NA,NA,NA,34.9,24.1,NA
SW 1-2,co2,32.020245687153405,1.651948052164956e-5,2023-08-02,307.25,SW_1,SW,1,2,0.007651811,3.2289475024410117,umol_m2_s1,NA,NA,NA,43.1,23.9,NA
SW 1-3,co2,29.635298560395757,1.8650145873446588e-5,2023-08-02,304.85,SW_1,SW,1,3,0.006955088,2.737724347236518,umol_m2_s1,NA,NA,NA,22.5,23.1,NA
SW 1-4,co2,24.13724539621527,1.240554691241242e-5,2023-08-02,306.15,SW_1,SW,1,4,0.01012201,3.231351374972038,umol_m2_s1,NA,NA,NA,41.9,22.9,NA
SW 2-1,co2,51.056784563294805,8.123711324648758e-5,2023-08-02,305.65,SW_2,SW,2,1,0.007588473,5.132718365710114,umol_m2_s1,NA,NA,NA,15.2,23.9,40
SW 2-2,co2,34.26709223607671,9.142219131782417e-5,2023-08-02,307.1,SW_2,SW,2,2,0.007145104,3.228270912547661,umol_m2_s1,NA,NA,NA,33.2,23.2,15
SW 2-3,co2,36.982624295342696,2.7464931560316336e-4,2023-08-02,307.75,SW_2,SW,2,3,0.007081765,3.4459197283679033,umol_m2_s1,NA,NA,NA,30.6,22.9,30
SW 2-4,co2,43.57931072984134,9.302614783309678e-4,2023-08-02,306.35,SW_2,SW,2,4,0.008538549,4.918249186082115,umol_m2_s1,NA,NA,NA,24.1,22.4,45
UP 1-1,co2,46.734457813097634,5.832470183193801e-5,2023-08-02,307.7,UP_1,UP,1,1,0.009171934,5.640720940777453,umol_m2_s1,NA,NA,NA,27.5,24.3,NA
UP 1-2,co2,38.01838772837012,1.246202289334579e-4,2023-08-02,307.05,UP_1,UP,1,2,0.009551964,4.788960469695904,umol_m2_s1,NA,NA,NA,24.7,23.6,NA
UP 1-3,co2,45.46728255599583,5.7938880712756325e-5,2023-08-02,307.45,UP_1,UP,1,3,0.007968503,4.77161310857928,umol_m2_s1,NA,NA,NA,24.9,23.4,NA
UP 1-4,co2,40.03826649470567,1.8648573145354087e-4,2023-08-02,307.2,UP_1,UP,1,4,0.007905165,4.171852788136685,umol_m2_s1,NA,NA,NA,24.1,23.3,NA
UP 2-1,co2,35.407973305184726,2.2730700529638797e-4,2023-08-02,307.05,UP_2,UP,2,1,0.00891858,4.164392552875487,umol_m2_s1,NA,NA,NA,24.7,24.3,15
UP 2-2,co2,34.6600000491566,3.0857539090550697e-4,2023-08-02,306.8,UP_2,UP,2,2,0.006765073,3.0946367057826234,umol_m2_s1,NA,NA,NA,27.2,24.1,35
UP 2-3,co2,27.318345971453443,2.32361949224954e-4,2023-08-02,305.9,UP_2,UP,2,3,0.008981918,3.2479399499794988,umol_m2_s1,NA,NA,NA,33.9,23.7,NA
UP 2-4,co2,36.42160775875697,4.231839021063809e-4,2023-08-02,306.15,UP_2,UP,2,4,0.008475211,4.082623676388919,umol_m2_s1,NA,NA,NA,20.3,23.6,40
SW 1-1,ch4,-0.0030157525895928,0.0491976713733188,2023-08-02,307.2,SW_1,SW,1,1,0.006385043,-0.25380624614663644,nmol_m2_s1,NA,NA,NA,34.9,24.1,NA
SW 1-2,ch4,-0.02783298903724179,0.5634797561310807,2023-08-02,307.25,SW_1,SW,1,2,0.007651811,-2.806701151369569,nmol_m2_s1,NA,NA,NA,43.1,23.9,NA
SW 1-3,ch4,-8.549309740963937e-4,0.2767425492357562,2023-08-02,304.85,SW_1,SW,1,3,0.006955088,-0.07897896956294653,nmol_m2_s1,NA,NA,NA,22.5,23.1,NA
SW 1-4,ch4,-9.98492782525853e-5,0.9143097808719128,2023-08-02,306.15,SW_1,SW,1,4,0.01012201,-0.01336722966001946,nmol_m2_s1,NA,NA,NA,41.9,22.9,NA
SW 2-1,ch4,-0.00322003254357423,0.11707595542892296,2023-08-02,305.65,SW_2,SW,2,1,0.007588473,-0.32370859849387174,nmol_m2_s1,NA,NA,NA,15.2,23.9,40
SW 2-2,ch4,-0.00530851042694787,0.0132691522291819,2023-08-02,307.1,SW_2,SW,2,2,0.007145104,-0.5001098337205705,nmol_m2_s1,NA,NA,NA,33.2,23.2,15
SW 2-3,ch4,-0.01798000137472966,0.8493213280164649,2023-08-02,307.75,SW_2,SW,2,3,0.007081765,-1.6753176020844316,nmol_m2_s1,NA,NA,NA,30.6,22.9,30
SW 2-4,ch4,0.02284925766928902,0.1810072920451936,2023-08-02,306.35,SW_2,SW,2,4,0.008538549,2.5787085902120324,nmol_m2_s1,NA,NA,NA,24.1,22.4,45
UP 1-1,ch4,0.09495499119840212,0.13064668032021984,2023-08-02,307.7,UP_1,UP,1,1,0.009171934,11.46080712921112,nmol_m2_s1,NA,NA,NA,27.5,24.3,NA
UP 1-2,ch4,-0.0086723776196604,3.801148490452732e-5,2023-08-02,307.05,UP_1,UP,1,2,0.009551964,-1.092410175191025,nmol_m2_s1,NA,NA,NA,24.7,23.6,NA
UP 1-3,ch4,-0.0090540312162842,9.489519279816694e-6,2023-08-02,307.45,UP_1,UP,1,3,0.007968503,-0.9501850915304052,nmol_m2_s1,NA,NA,NA,24.9,23.4,NA
UP 1-4,ch4,-0.01677481780627033,0.4166126940530001,2023-08-02,307.2,UP_1,UP,1,4,0.007905165,-1.7478796302239417,nmol_m2_s1,NA,NA,NA,24.1,23.3,NA
UP 2-1,ch4,-0.00411645293422648,0.03064193656803554,2023-08-02,307.05,UP_2,UP,2,1,0.00891858,-0.48414309951609263,nmol_m2_s1,NA,NA,NA,24.7,24.3,15
UP 2-2,ch4,-0.12236308926996708,0.2790799124196217,2023-08-02,306.8,UP_2,UP,2,2,0.006765073,-10.925254095520708,nmol_m2_s1,NA,NA,NA,27.2,24.1,35
UP 2-3,ch4,-0.00211645121441149,0.3690810006876052,2023-08-02,305.9,UP_2,UP,2,3,0.008981918,-0.251629672552389,nmol_m2_s1,NA,NA,NA,33.9,23.7,NA
UP 2-4,ch4,-0.0019112211932081,0.20869389235745203,2023-08-02,306.15,UP_2,UP,2,4,0.008475211,-0.21423537768816964,nmol_m2_s1,NA,NA,NA,20.3,23.6,40
SW 1-1,n2o,0.00122189416026744,0.01467729004897788,2023-08-02,307.2,SW_1,SW,1,1,0.006385043,0.10283481843842164,nmol_m2_s1,NA,NA,NA,34.9,24.1,NA
SW 1-2,n2o,0.00126481359465045,0.04551717441321984,2023-08-02,307.25,SW_1,SW,1,2,0.007651811,0.12754482702606262,nmol_m2_s1,NA,NA,NA,43.1,23.9,NA
SW 1-3,n2o,9.17516268412884e-4,0.12269415428938676,2023-08-02,304.85,SW_1,SW,1,3,0.006955088,0.08476063171425001,nmol_m2_s1,NA,NA,NA,22.5,23.1,NA
SW 1-4,n2o,7.514457239765121e-4,0.19419122530747404,2023-08-02,306.15,SW_1,SW,1,4,0.01012201,0.10059910041636735,nmol_m2_s1,NA,NA,NA,41.9,22.9,NA
SW 2-1,n2o,4.552101444003762e-4,0.26964823689867395,2023-08-02,305.65,SW_2,SW,2,1,0.007588473,0.04576209583909189,nmol_m2_s1,NA,NA,NA,15.2,23.9,40
SW 2-2,n2o,-2.620096576159845e-5,0.9660218479274836,2023-08-02,307.1,SW_2,SW,2,2,0.007145104,-0.00246836863385142,nmol_m2_s1,NA,NA,NA,33.2,23.2,15
SW 2-3,n2o,1.4258775673236173e-4,0.6720827454374573,2023-08-02,307.75,SW_2,SW,2,3,0.007081765,0.01328585986824209,nmol_m2_s1,NA,NA,NA,30.6,22.9,30
SW 2-4,n2o,-3.6687630825579256e-5,0.9258824935492916,2023-08-02,306.35,SW_2,SW,2,4,0.008538549,-0.00414047187588097,nmol_m2_s1,NA,NA,NA,24.1,22.4,45
UP 1-1,n2o,7.80174586276009e-4,0.1652785992942127,2023-08-02,307.7,UP_1,UP,1,1,0.009171934,0.0941649338025728,nmol_m2_s1,NA,NA,NA,27.5,24.3,NA
UP 1-2,n2o,3.624930431040145e-4,0.4343946082696208,2023-08-02,307.05,UP_1,UP,1,2,0.009551964,0.04566119074716799,nmol_m2_s1,NA,NA,NA,24.7,23.6,NA
UP 1-3,n2o,7.81914809343101e-4,0.12214232570218198,2023-08-02,307.45,UP_1,UP,1,3,0.007968503,0.08205889475490102,nmol_m2_s1,NA,NA,NA,24.9,23.4,NA
UP 1-4,n2o,6.283106568476311e-4,0.00198069480753449,2023-08-02,307.2,UP_1,UP,1,4,0.007905165,0.0654678585031245,nmol_m2_s1,NA,NA,NA,24.1,23.3,NA
UP 2-1,n2o,5.527991542206143e-4,0.2669391900121817,2023-08-02,307.05,UP_2,UP,2,1,0.00891858,0.06501565794885825,nmol_m2_s1,NA,NA,NA,24.7,24.3,15
UP 2-2,n2o,3.1487711769447594e-4,0.04500698206686691,2023-08-02,306.8,UP_2,UP,2,2,0.006765073,0.02811397244219195,nmol_m2_s1,NA,NA,NA,27.2,24.1,35
