genus,species,percent_cover,plot,native,richness,year,c_value
tradescantia,ohiensis,3,E6,1,1,1980,3
ambrosia,artemisiifolia,2,F6,1,1,1980,0
carex,sp.,25,F6,1,1,1980,7
erigeron,annuus,1,F6,1,1,1980,0
galium,sp.,5,F6,1,1,1980,5
poa,pratensis,5,F6,0,1,1980,0
pycnanthemum,virginianum,35,F6,1,1,1980,5
tradescantia,ohiensis,2,F6,1,1,1980,3
allium,canadense,1,G6,1,1,1980,3
amorpha,canescens,1,G6,1,1,1980,10
andropogon,gerardii,15,G6,1,1,1980,5
coreopsis,palmata,15,G6,1,1,1980,10
fragaria,virginiana,8,G6,1,1,1980,0
galium,sp.,5,G6,1,1,1980,5
liatris,sp.,2,G6,1,1,1980,7
dichanthelium,leibergii,10,G6,1,1,1980,10
poa,pratensis,2,G6,0,1,1980,0
ratibida,pinnata,2,G6,1,1,1980,4
rosa,carolina,5,G6,1,1,1980,5
silphium,terebinthinaceum,3,G6,1,1,1980,5
maianthemum,stellatum,10,G6,1,1,1980,5
sporobolus,heterolepis,10,G6,1,1,1980,10
viola,sororia,1,G6,1,1,1980,3
allium,cernuum,3,H6,1,1,1980,7
amorpha,canescens,3,H6,1,1,1980,10
symphyotrichum,laeve,5,H6,1,1,1980,9
comandra,umbellata,5,H6,1,1,1980,9
coreopsis,palmata,10,H6,1,1,1980,10
equisetum,arvense,3,H6,1,1,1980,0
dichanthelium,leibergii,1,H6,1,1,1980,10
rosa,carolina,40,H6,1,1,1980,5
silphium,laciniatum,55,H6,1,1,1980,5
silphium,terebinthinaceum,10,H6,1,1,1980,5
maianthemum,stellatum,5,H6,1,1,1980,5
spartina,pectinata,10,H6,1,1,1980,4
symphyotrichum,laeve,3,I6,1,1,1980,9
symphyotrichum,pilosum,2,I6,1,1,1980,0
carex,sp.,5,I6,1,1,1980,7
comandra,umbellata,5,I6,1,1,1980,9
coreopsis,palmata,15,I6,1,1,1980,10
equisetum,arvense,2,I6,1,1,1980,0
fragaria,virginiana,5,I6,1,1,1980,0
dichanthelium,leibergii,30,I6,1,1,1980,10
parthenium,integrifolium,5,I6,1,1,1980,8
rhamnus,cathartica,2,I6,0,1,1980,0
rosa,carolina,30,I6,1,1,1980,5
solidago,rigida,5,I6,1,1,1980,3
sporobolus,heterolepis,5,I6,1,1,1980,10
zizia,aurea,10,I6,1,1,1980,5
allium,cernuum,8,J6,1,1,1980,7
symphyotrichum,laeve,10,J6,1,1,1980,9
comandra,umbellata,3,J6,1,1,1980,9
coreopsis,palmata,10,J6,1,1,1980,10
eryngium,yuccifolium,1,J6,1,1,1980,9
fragaria,virginiana,15,J6,1,1,1980,0
dichanthelium,leibergii,10,J6,1,1,1980,10
rosa,carolina,10,J6,1,1,1980,5
silphium,integrifolium,1,J6,1,1,1980,5
silphium,terebinthinaceum,3,J6,1,1,1980,5
sporobolus,heterolepis,15,J6,1,1,1980,10
viola,sororia,3,J6,1,1,1980,3
allium,canadense,4,K6,1,1,1980,3
andropogon,gerardii,5,K6,1,1,1980,5
symphyotrichum,ericoides,15,K6,1,1,1980,6
symphyotrichum,laeve,10,K6,1,1,1980,9
carex,sp.,10,K6,1,1,1980,7
comandra,umbellata,5,K6,1,1,1980,9
equisetum,arvense,2,K6,1,1,1980,0
eryngium,yuccifolium,3,K6,1,1,1980,9
fragaria,virginiana,25,K6,1,1,1980,0
dichanthelium,leibergii,10,K6,1,1,1980,10
silphium,integrifolium,5,K6,1,1,1980,5
silphium,terebinthinaceum,10,K6,1,1,1980,5
maianthemum,stellatum,20,K6,1,1,1980,5
viola,sororia,3,K6,1,1,1980,3
zizia,aurea,2,K6,1,1,1980,5
allium,canadense,2,L6,1,1,1980,3
ambrosia,trifida,35,L6,1,1,1980,0
bidens,frondosa,3,L6,1,1,1980,1
carex,sp.,50,L6,1,1,1980,7
daucus,carota,1,L6,0,1,1980,0
equisetum,arvense,5,L6,1,1,1980,0
fragaria,virginiana,2,L6,1,1,1980,0
lycopus,americanus,2,L6,1,1,1980,4
dichanthelium,leibergii,2,L6,1,1,1980,10
polygonum,sp.,1,L6,1,1,1980,2
pycnanthemum,virginianum,10,L6,1,1,1980,5
rhamnus,cathartica,25,L6,0,1,1980,0
rosa,carolina,1,L6,1,1,1980,5
silphium,laciniatum,10,L6,1,1,1980,5
tradescantia,ohiensis,2,L6,1,1,1980,3
ambrosia,trifida,25,A7,1,1,1980,0
symphyotrichum,pilosum,3,A7,1,1,1980,0
daucus,carota,2,A7,0,1,1980,0
schedonorus,arundinaceus,15,A7,0,1,1980,0
fragaria,virginiana,15,A7,1,1,1980,0
physalis,longifolia,10,A7,1,1,1980,0
poa,pratensis,1,A7,0,1,1980,0
potentilla,simplex,65,A7,1,1,1980,3
rosa,carolina,25,A7,1,1,1980,5
solidago,sp.,20,A7,1,1,1980,5
zizia,aurea,2,A7,1,1,1980,5
allium,cernuum,10,B7,1,1,1980,7
symphyotrichum,laeve,10,B7,1,1,1980,9
baptisia,bracteata,30,B7,1,1,1980,10
comandra,umbellata,1,B7,1,1,1980,9
coreopsis,palmata,25,B7,1,1,1980,10
fragaria,virginiana,1,B7,1,1,1980,0
liatris,sp.,2,B7,1,1,1980,7
dichanthelium,acuminatum,1,B7,1,1,1980,4
dichanthelium,leibergii,5,B7,1,1,1980,10
rosa,carolina,20,B7,1,1,1980,5
scirpus,pendulus,1,B7,1,1,1980,2
silphium,terebinthinaceum,15,B7,1,1,1980,5
solidago,rigida,10,B7,1,1,1980,3
allium,cernuum,5,C7,1,1,1980,7
amorpha,canescens,15,C7,1,1,1980,10
antennaria,neglecta,1,C7,1,1,1980,3
moehringia,lateriflora,1,C7,1,1,1980,8
symphyotrichum,laeve,5,C7,1,1,1980,9
baptisia,alba var. macrophylla,25,C7,1,1,1980,8
comandra,umbellata,5,C7,1,1,1980,9
coreopsis,palmata,10,C7,1,1,1980,10
eryngium,yuccifolium,2,C7,1,1,1980,9
fragaria,virginiana,15,C7,1,1,1980,0
gentiana,puberulenta,3,C7,1,1,1980,10
koeleria,macrantha,1,C7,1,1,1980,8
lithospermum,canescens,1,C7,1,1,1980,8
dichanthelium,leibergii,5,C7,1,1,1980,10
panicum,virgatum,1,C7,1,1,1980,3
psoralidium,tenuiflorum,10,C7,1,1,1980,10
ratibida,pinnata,10,C7,1,1,1980,4
rosa,carolina,10,C7,1,1,1980,5
silphium,terebinthinaceum,30,C7,1,1,1980,5
solidago,canadensis,8,C7,1,1,1980,1
solidago,rigida,5,C7,1,1,1980,3
heserostipa,spartea,2,C7,1,1,1980,8
zizia,aurea,5,C7,1,1,1980,5
allium,cernuum,10,D7,1,1,1980,7
symphyotrichum,laeve,5,D7,1,1,1980,9
coreopsis,palmata,5,D7,1,1,1980,10
dodecatheon,meadia,2,D7,1,1,1980,6
erigeron,strigosus,1,D7,1,1,1980,5
eryngium,yuccifolium,10,D7,1,1,1980,9
fragaria,virginiana,40,D7,1,1,1980,0
gentiana,puberulenta,2,D7,1,1,1980,10
lithospermum,canescens,1,D7,1,1,1980,8
oxalis,violacea,1,D7,1,1,1980,8
dichanthelium,leibergii,15,D7,1,1,1980,10
ratibida,pinnata,2,D7,1,1,1980,4
rosa,carolina,10,D7,1,1,1980,5
rudbeckia,hirta,2,D7,1,1,1980,1
silphium,terebinthinaceum,15,D7,1,1,1980,5
heserostipa,spartea,2,D7,1,1,1980,8
zizia,aurea,10,D7,1,1,1980,5
allium,cernuum,3,E7,1,1,1980,7
symphyotrichum,laeve,5,E7,1,1,1980,9
carex,sp.,5,E7,1,1,1980,7
comandra,umbellata,15,E7,1,1,1980,9
coreopsis,palmata,2,E7,1,1,1980,10
erigeron,strigosus,2,E7,1,1,1980,5
eryngium,yuccifolium,8,E7,1,1,1980,9
fragaria,virginiana,15,E7,1,1,1980,0
galium,sp.,10,E7,1,1,1980,5
gentiana,andrewsii,3,E7,1,1,1980,9
lobelia,spicata,1,E7,1,1,1980,4
dichanthelium,leibergii,15,E7,1,1,1980,10
phlox,pilosa ssp. fulgida,3,E7,1,1,1980,8
pycnanthemum,virginianum,4,E7,1,1,1980,5
ratibida,pinnata,2,E7,1,1,1980,4
rosa,carolina,25,E7,1,1,1980,5
rudbeckia,hirta,1,E7,1,1,1980,1
silphium,laciniatum,4,E7,1,1,1980,5
silphium,terebinthinaceum,1,E7,1,1,1980,5
maianthemum,stellatum,5,E7,1,1,1980,5
solidago,rigida,1,E7,1,1,1980,3
sporobolus,heterolepis,8,E7,1,1,1980,10
achillea,millefolium,3,F7,1,1,1980,0
allium,cernuum,5,F7,1,1,1980,7
symphyotrichum,ericoides,10,F7,1,1,1980,6
symphyotrichum,laeve,2,F7,1,1,1980,9
carex,sp.,15,F7,1,1,1980,7
comandra,umbellata,3,F7,1,1,1980,9
eryngium,yuccifolium,50,F7,1,1,1980,9
fragaria,virginiana,10,F7,1,1,1980,0
galium,sp.,3,F7,1,1,1980,5
heuchera,richardsonii,5,F7,1,1,1980,10
lycopus,americanus,2,F7,1,1,1980,4
dichanthelium,leibergii,3,F7,1,1,1980,10
poa,compressa,3,F7,0,1,1980,0
pycnanthemum,virginianum,30,F7,1,1,1980,5
rosa,carolina,15,F7,1,1,1980,5
silphium,laciniatum,10,F7,1,1,1980,5
sporobolus,heterolepis,5,F7,1,1,1980,10
tradescantia,ohiensis,2,F7,1,1,1980,3
allium,cernuum,5,G7,1,1,1980,7
andropogon,gerardii,2,G7,1,1,1980,5
symphyotrichum,laeve,10,G7,1,1,1980,9
symphyotrichum,novae-angliae,2,G7,1,1,1980,3
comandra,umbellata,5,G7,1,1,1980,9
coreopsis,palmata,15,G7,1,1,1980,10
erigeron,strigosus,1,G7,1,1,1980,5
eryngium,yuccifolium,33,G7,1,1,1980,9
fragaria,virginiana,20,G7,1,1,1980,0
galium,sp.,1,G7,1,1,1980,5
liatris,sp.,1,G7,1,1,1980,7
dichanthelium,leibergii,5,G7,1,1,1980,10
dalea,purpurea,5,G7,1,1,1980,9
poa,pratensis,1,G7,0,1,1980,0
ratibida,pinnata,3,G7,1,1,1980,4
rosa,carolina,10,G7,1,1,1980,5
rudbeckia,hirta,2,G7,1,1,1980,1
silphium,integrifolium,15,G7,1,1,1980,5
silphium,terebinthinaceum,10,G7,1,1,1980,5
maianthemum,stellatum,55,G7,1,1,1980,5
sporobolus,heterolepis,5,G7,1,1,1980,10
zizia,aurea,10,G7,1,1,1980,5
allium,cernuum,3,H7,1,1,1980,7
andropogon,gerardii,15,H7,1,1,1980,5
symphyotrichum,laeve,10,H7,1,1,1980,9
comandra,umbellata,15,H7,1,1,1980,9
coreopsis,palmata,10,H7,1,1,1980,10
equisetum,arvense,5,H7,1,1,1980,0
liatris,sp.,1,H7,1,1,1980,7
phlox,pilosa ssp. fulgida,1,H7,1,1,1980,8
poa,pratensis,30,H7,0,1,1980,0
rosa,carolina,10,H7,1,1,1980,5
silphium,integrifolium,10,H7,1,1,1980,5
silphium,terebinthinaceum,10,H7,1,1,1980,5
sisyrinchium,albidum,1,H7,1,1,1980,6
maianthemum,stellatum,10,H7,1,1,1980,5
solidago,rigida,2,H7,1,1,1980,3
zizia,aurea,5,H7,1,1,1980,5
allium,canadense,2,I7,1,1,1980,3
symphyotrichum,laeve,2,I7,1,1,1980,9
comandra,umbellata,1,I7,1,1,1980,9
coreopsis,palmata,15,I7,1,1,1980,10
eryngium,yuccifolium,3,I7,1,1,1980,9
fragaria,virginiana,25,I7,1,1,1980,0
koeleria,macrantha,1,I7,1,1,1980,8
liatris,sp.,3,I7,1,1,1980,7
lobelia,spicata,1,I7,1,1,1980,4
dichanthelium,leibergii,5,I7,1,1,1980,10
parthenium,integrifolium,10,I7,1,1,1980,8
dalea,purpurea,1,I7,1,1,1980,9
phlox,pilosa ssp. fulgida,1,I7,1,1,1980,8
rosa,carolina,35,I7,1,1,1980,5
silphium,terebinthinaceum,8,I7,1,1,1980,5
solidago,rigida,5,I7,1,1,1980,3
zizia,aurea,5,I7,1,1,1980,5
achillea,millefolium,5,J7,1,1,1980,0
allium,cernuum,5,J7,1,1,1980,7
symphyotrichum,ericoides,3,J7,1,1,1980,6
symphyotrichum,laeve,5,J7,1,1,1980,9
carex,sp.,10,J7,1,1,1980,7
coreopsis,palmata,10,J7,1,1,1980,10
eryngium,yuccifolium,5,J7,1,1,1980,9
fragaria,virginiana,10,J7,1,1,1980,0
monarda,fistulosa,5,J7,1,1,1980,4
oxalis,violacea,1,J7,1,1,1980,8
dichanthelium,acuminatum,2,J7,1,1,1980,4
dichanthelium,leibergii,3,J7,1,1,1980,10
pycnanthemum,virginianum,1,J7,1,1,1980,5
ratibida,pinnata,2,J7,1,1,1980,4
rosa,carolina,25,J7,1,1,1980,5
silphium,terebinthinaceum,15,J7,1,1,1980,5
maianthemum,stellatum,10,J7,1,1,1980,5
solidago,rigida,5,J7,1,1,1980,3
allium,canadense,5,K7,1,1,1980,3
symphyotrichum,laeve,5,K7,1,1,1980,9
carex,sp.,15,K7,1,1,1980,7
comandra,umbellata,10,K7,1,1,1980,9
coreopsis,tripteris,3,K7,1,1,1980,5
eryngium,yuccifolium,3,K7,1,1,1980,9
fragaria,virginiana,5,K7,1,1,1980,0
helianthus,grosseserratus,2,K7,1,1,1980,4
liatris,sp.,1,K7,1,1,1980,7
dichanthelium,acuminatum,2,K7,1,1,1980,4
dichanthelium,leibergii,25,K7,1,1,1980,10
dalea,candida,1,K7,1,1,1980,10
ratibida,pinnata,5,K7,1,1,1980,4
rosa,carolina,2,K7,1,1,1980,5
silphium,integrifolium,5,K7,1,1,1980,5
silphium,laciniatum,3,K7,1,1,1980,5
maianthemum,stellatum,3,K7,1,1,1980,5
solidago,rigida,10,K7,1,1,1980,3
zizia,aurea,5,K7,1,1,1980,5
allium,cernuum,3,L7,1,1,1980,7
ambrosia,trifida,15,L7,1,1,1980,0
bidens,frondosa,25,L7,1,1,1980,1
coreopsis,tripteris,5,L7,1,1,1980,5
daucus,carota,22,L7,0,1,1980,0
equisetum,arvense,3,L7,1,1,1980,0
erigeron,strigosus,10,L7,1,1,1980,5
melilotus,officinalis,1,L7,0,1,1980,0
pycnanthemum,virginianum,30,L7,1,1,1980,5
rosa,carolina,10,L7,1,1,1980,5
silphium,laciniatum,5,L7,1,1,1980,5
solidago,nemoralis,2,L7,1,1,1980,3
spartina,pectinata,5,L7,1,1,1980,4
taraxacum,officinale,1,L7,0,1,1980,0
tradescantia,ohiensis,10,L7,1,1,1980,3
zizia,aurea,5,L7,1,1,1980,5
agrostis,gigantea,5,A8,0,1,1980,0
ambrosia,trifida,5,A8,1,1,1980,0
symphyotrichum,pilosum,3,A8,1,1,1980,0
bidens,frondosa,50,A8,1,1,1980,1
chenopodium,album,1,A8,0,1,1980,0
cirsium,vulgare,2,A8,0,1,1980,0
schedonorus,arundinaceus,10,A8,0,1,1980,0
glechoma,hederacea,1,A8,0,1,1980,0
helianthus,grosseserratus,3,A8,1,1,1980,4
plantago,major,2,A8,0,1,1980,0
poa,pratensis,2,A8,0,1,1980,0
solanum,dulcamara,10,A8,0,1,1980,0
solidago,canadensis,20,A8,1,1,1980,1
tradescantia,ohiensis,1,A8,1,1,1980,3
allium,cernuum,1,B8,1,1,1980,7
andropogon,gerardii,1,B8,1,1,1980,5
symphyotrichum,ericoides,2,B8,1,1,1980,6
comandra,umbellata,15,B8,1,1,1980,9
eryngium,yuccifolium,3,B8,1,1,1980,9
fragaria,virginiana,30,B8,1,1,1980,0
scirpus,pendulus,10,B8,1,1,1980,2
poa,pratensis,1,B8,0,1,1980,0
pycnanthemum,virginianum,20,B8,1,1,1980,5
rosa,carolina,5,B8,1,1,1980,5
rudbeckia,hirta,1,B8,1,1,1980,1
silphium,terebinthinaceum,5,B8,1,1,1980,5
solidago,nemoralis,3,B8,1,1,1980,3
solidago,rigida,1,B8,1,1,1980,3
zizia,aurea,2,B8,1,1,1980,5
antennaria,neglecta,3,C8,1,1,1980,3
symphyotrichum,ericoides,3,C8,1,1,1980,6
symphyotrichum,laeve,5,C8,1,1,1980,9
comandra,umbellata,5,C8,1,1,1980,9
eryngium,yuccifolium,15,C8,1,1,1980,9
fragaria,virginiana,50,C8,1,1,1980,0
heuchera,richardsonii,10,C8,1,1,1980,10
liatris,sp.,1,C8,1,1,1980,7
lobelia,spicata,1,C8,1,1,1980,4
dichanthelium,leibergii,10,C8,1,1,1980,10
phlox,pilosa ssp. fulgida,1,C8,1,1,1980,8
pycnanthemum,virginianum,5,C8,1,1,1980,5
ratibida,pinnata,2,C8,1,1,1980,4
rosa,carolina,15,C8,1,1,1980,5
rudbeckia,hirta,2,C8,1,1,1980,1
silphium,laciniatum,5,C8,1,1,1980,5
silphium,terebinthinaceum,15,C8,1,1,1980,5
solidago,canadensis,2,C8,1,1,1980,1
solidago,rigida,25,C8,1,1,1980,3
apocynum,cannabinum,4,D8,1,1,1980,2
symphyotrichum,novae-angliae,2,D8,1,1,1980,3
symphyotrichum,pilosum,6,D8,1,1,1980,0
carex,sp.,5,D8,1,1,1980,7
comandra,umbellata,10,D8,1,1,1980,9
fragaria,virginiana,10,D8,1,1,1980,0
gentiana,andrewsii,5,D8,1,1,1980,9
gentiana,puberulenta,3,D8,1,1,1980,10
helianthus,grosseserratus,1,D8,1,1,1980,4
juncus,dudleyi,3,D8,1,1,1980,2
lycopus,americanus,3,D8,1,1,1980,4
pycnanthemum,virginianum,20,D8,1,1,1980,5
packera,paupercula,5,D8,1,1,1980,4
silphium,terebinthinaceum,3,D8,1,1,1980,5
solidago,nemoralis,5,D8,1,1,1980,3
symphyotrichum,sp.,5,E8,1,1,1980,6
calamagrostis,canadensis,85,E8,1,1,1980,6
galium,sp.,2,E8,1,1,1980,5
lycopus,americanus,5,E8,1,1,1980,4
achillea,millefolium,3,F8,1,1,1980,0
allium,cernuum,5,F8,1,1,1980,7
symphyotrichum,laeve,1,F8,1,1,1980,9
carex,sp.,10,F8,1,1,1980,7
comandra,umbellata,10,F8,1,1,1980,9
erigeron,strigosus,2,F8,1,1,1980,5
eryngium,yuccifolium,3,F8,1,1,1980,9
fragaria,virginiana,10,F8,1,1,1980,0
galium,sp.,2,F8,1,1,1980,5
gentiana,puberulenta,5,F8,1,1,1980,10
pycnanthemum,virginianum,80,F8,1,1,1980,5
rosa,carolina,5,F8,1,1,1980,5
silphium,laciniatum,5,F8,1,1,1980,5
silphium,terebinthinaceum,15,F8,1,1,1980,5
maianthemum,stellatum,2,F8,1,1,1980,5
tradescantia,ohiensis,1,F8,1,1,1980,3
agropyron,sp.,2,G8,0,1,1980,0
allium,cernuum,5,G8,1,1,1980,7
andropogon,gerardii,3,G8,1,1,1980,5
symphyotrichum,laeve,1,G8,1,1,1980,9
carex,sp.,10,G8,1,1,1980,7
comandra,umbellata,10,G8,1,1,1980,9
coreopsis,palmata,5,G8,1,1,1980,10
eryngium,yuccifolium,6,G8,1,1,1980,9
lithospermum,canescens,3,G8,1,1,1980,8
dalea,purpurea,5,G8,1,1,1980,9
phlox,pilosa ssp. fulgida,5,G8,1,1,1980,8
ratibida,pinnata,3,G8,1,1,1980,4
silphium,terebinthinaceum,15,G8,1,1,1980,5
solidago,rigida,15,G8,1,1,1980,3
sporobolus,heterolepis,2,G8,1,1,1980,10
viola,sororia,5,G8,1,1,1980,3
zizia,aurea,5,G8,1,1,1980,5
amorpha,canescens,5,H8,1,1,1980,10
coreopsis,palmata,10,H8,1,1,1980,10
daucus,carota,5,H8,0,1,1980,0
equisetum,arvense,3,H8,1,1,1980,0
erigeron,strigosus,1,H8,1,1,1980,5
fragaria,virginiana,3,H8,1,1,1980,0
ratibida,pinnata,3,H8,1,1,1980,4
rosa,carolina,75,H8,1,1,1980,5
silphium,terebinthinaceum,10,H8,1,1,1980,5
maianthemum,stellatum,50,H8,1,1,1980,5
stachys,tenuifolia,1,H8,1,1,1980,5
zizia,aurea,5,H8,1,1,1980,5
allium,cernuum,3,I8,1,1,1980,7
symphyotrichum,laeve,5,I8,1,1,1980,9
comandra,umbellata,4,I8,1,1,1980,9
coreopsis,palmata,10,I8,1,1,1980,10
eryngium,yuccifolium,5,I8,1,1,1980,9
galium,sp.,3,I8,1,1,1980,5
liatris,sp.,1,I8,1,1,1980,7
monarda,fistulosa,15,I8,1,1,1980,4
panicum,virgatum,1,I8,1,1,1980,3
parthenium,integrifolium,10,I8,1,1,1980,8
ratibida,pinnata,2,I8,1,1,1980,4
rosa,carolina,20,I8,1,1,1980,5
scutellaria,parvula,1,I8,1,1,1980,7
silphium,integrifolium,5,I8,1,1,1980,5
silphium,terebinthinaceum,5,I8,1,1,1980,5
viola,sororia,3,I8,1,1,1980,3
zizia,aurea,3,I8,1,1,1980,5
allium,canadense,3,J8,1,1,1980,3
allium,cernuum,1,J8,1,1,1980,7
symphyotrichum,laeve,10,J8,1,1,1980,9
carex,sp.,20,J8,1,1,1980,7
comandra,umbellata,5,J8,1,1,1980,9
coreopsis,palmata,5,J8,1,1,1980,10
liatris,sp.,2,J8,1,1,1980,7
monarda,fistulosa,5,J8,1,1,1980,4
dichanthelium,leibergii,10,J8,1,1,1980,10
dalea,purpurea,3,J8,1,1,1980,9
ratibida,pinnata,15,J8,1,1,1980,4
silphium,laciniatum,5,J8,1,1,1980,5
silphium,terebinthinaceum,1,J8,1,1,1980,5
tradescantia,ohiensis,3,J8,1,1,1980,3
viola,sororia,2,J8,1,1,1980,3
allium,cernuum,2,K8,1,1,1980,7
comandra,umbellata,1,K8,1,1,1980,9
cornus,racemosa,10,K8,1,1,1980,1
fragaria,virginiana,15,K8,1,1,1980,0
dichanthelium,leibergii,1,K8,1,1,1980,10
pycnanthemum,virginianum,50,K8,1,1,1980,5
rosa,carolina,10,K8,1,1,1980,5
silphium,laciniatum,10,K8,1,1,1980,5
solidago,canadensis,5,K8,1,1,1980,1
solidago,rigida,5,K8,1,1,1980,3
zizia,aurea,3,K8,1,1,1980,5
ambrosia,artemisiifolia,3,L8,1,1,1980,0
symphyotrichum,pilosum,2,L8,1,1,1980,0
carex,sp.,2,L8,1,1,1980,7
cornus,racemosa,10,L8,1,1,1980,1
daucus,carota,2,L8,0,1,1980,0
erigeron,strigosus,3,L8,1,1,1980,5
helianthus,grosseserratus,10,L8,1,1,1980,4
scutellaria,parvula,3,L8,1,1,1980,7
solidago,canadensis,30,L8,1,1,1980,1
ambrosia,trifida,5,A9,1,1,1980,0
symphyotrichum,ericoides,4,A9,1,1,1980,6
schedonorus,arundinaceus,10,A9,0,1,1980,0
poa,compressa,10,A9,0,1,1980,0
solidago,canadensis,90,A9,1,1,1980,1
tradescantia,ohiensis,2,A9,1,1,1980,3
apocynum,cannabinum,3,B9,1,1,1980,2
calamagrostis,canadensis,80,B9,1,1,1980,6
carex,sp.,5,B9,1,1,1980,7
lycopus,americanus,3,B9,1,1,1980,4
apocynum,cannabinum,3,C9,1,1,1980,2
calamagrostis,canadensis,80,C9,1,1,1980,6
lycopus,americanus,5,C9,1,1,1980,4
calamagrostis,canadensis,85,D9,1,1,1980,6
carex,sp.,3,D9,1,1,1980,7
lycopus,americanus,1,D9,1,1,1980,4
apocynum,cannabinum,5,E9,1,1,1980,2
calamagrostis,canadensis,65,E9,1,1,1980,6
carex,sp.,10,E9,1,1,1980,7
allium,canadense,1,F9,1,1,1980,3
symphyotrichum,laeve,10,F9,1,1,1980,9
calamagrostis,canadensis,25,F9,1,1,1980,6
galium,sp.,20,F9,1,1,1980,5
lycopus,americanus,3,F9,1,1,1980,4
pycnanthemum,virginianum,75,F9,1,1,1980,5
tradescantia,ohiensis,3,F9,1,1,1980,3
allium,cernuum,3,G9,1,1,1980,7
andropogon,gerardii,15,G9,1,1,1980,5
symphyotrichum,ericoides,5,G9,1,1,1980,6
symphyotrichum,pilosum,1,G9,1,1,1980,0
comandra,umbellata,5,G9,1,1,1980,9
coreopsis,palmata,2,G9,1,1,1980,10
erigeron,strigosus,1,G9,1,1,1980,5
eryngium,yuccifolium,5,G9,1,1,1980,9
gentiana,puberulenta,4,G9,1,1,1980,10
lobelia,spicata,1,G9,1,1,1980,4
dichanthelium,leibergii,5,G9,1,1,1980,10
parthenium,integrifolium,10,G9,1,1,1980,8
dalea,purpurea,1,G9,1,1,1980,9
phlox,pilosa ssp. fulgida,2,G9,1,1,1980,8
potentilla,simplex,10,G9,1,1,1980,3
pycnanthemum,virginianum,5,G9,1,1,1980,5
ratibida,pinnata,1,G9,1,1,1980,4
rosa,carolina,10,G9,1,1,1980,5
scutellaria,parvula,2,G9,1,1,1980,7
silphium,terebinthinaceum,3,G9,1,1,1980,5
solidago,rigida,8,G9,1,1,1980,3
achillea,millefolium,8,H9,1,1,1980,0
allium,canadense,2,H9,1,1,1980,3
andropogon,gerardii,5,H9,1,1,1980,5
anemone,cylindrica,10,H9,1,1,1980,8
symphyotrichum,laeve,4,H9,1,1,1980,9
comandra,umbellata,40,H9,1,1,1980,9
daucus,carota,1,H9,0,1,1980,0
equisetum,arvense,2,H9,1,1,1980,0
fragaria,virginiana,35,H9,1,1,1980,0
dichanthelium,leibergii,5,H9,1,1,1980,10
parthenium,integrifolium,3,H9,1,1,1980,8
dalea,purpurea,3,H9,1,1,1980,9
poa,compressa,35,H9,0,1,1980,0
poa,pratensis,2,H9,0,1,1980,0
ratibida,pinnata,3,H9,1,1,1980,4
rosa,carolina,10,H9,1,1,1980,5
solidago,rigida,10,H9,1,1,1980,3
heserostipa,spartea,3,H9,1,1,1980,8
asclepias,syriaca,5,I9,1,1,1980,0
symphyotrichum,ericoides,4,I9,1,1,1980,6
symphyotrichum,laeve,4,I9,1,1,1980,9
daucus,carota,3,I9,0,1,1980,0
equisetum,arvense,5,I9,1,1,1980,0
erigeron,strigosus,1,I9,1,1,1980,5
oenothera,biennis,2,I9,1,1,1980,0
poa,compressa,40,I9,0,1,1980,0
poa,pratensis,5,I9,0,1,1980,0
ratibida,pinnata,10,I9,1,1,1980,4
rubus,occidentalis,2,I9,1,1,1980,0
silphium,terebinthinaceum,2,I9,1,1,1980,5
solidago,canadensis,30,I9,1,1,1980,1
solidago,rigida,15,I9,1,1,1980,3
taraxacum,officinale,3,I9,0,1,1980,0
ambrosia,artemisiifolia,1,J9,1,1,1980,0
comandra,umbellata,25,J9,1,1,1980,9
daucus,carota,5,J9,0,1,1980,0
erigeron,strigosus,15,J9,1,1,1980,5
oenothera,biennis,2,J9,1,1,1980,0
dichanthelium,leibergii,1,J9,1,1,1980,10
phlox,glaberrima ssp. interior,2,J9,1,1,1980,9
poa,pratensis,25,J9,0,1,1980,0
potentilla,simplex,3,J9,1,1,1980,3
rosa,carolina,10,J9,1,1,1980,5
scutellaria,parvula,1,J9,1,1,1980,7
solidago,canadensis,40,J9,1,1,1980,1
solidago,rigida,3,J9,1,1,1980,3
taraxacum,officinale,2,J9,0,1,1980,0
viola,sororia,3,J9,1,1,1980,3
allium,canadense,2,K9,1,1,1980,3
ambrosia,trifida,5,K9,1,1,1980,0
amphicarpaea,bracteata,3,K9,1,1,1980,5
carex,sp.,3,K9,1,1,1980,7
comandra,umbellata,5,K9,1,1,1980,9
cornus,racemosa,25,K9,1,1,1980,1
erigeron,strigosus,1,K9,1,1,1980,5
fragaria,virginiana,15,K9,1,1,1980,0
helianthus,grosseserratus,1,K9,1,1,1980,4
phlox,pilosa ssp. fulgida,2,K9,1,1,1980,8
potentilla,simplex,5,K9,1,1,1980,3
pycnanthemum,virginianum,35,K9,1,1,1980,5
rosa,carolina,40,K9,1,1,1980,5
rubus,occidentalis,10,K9,1,1,1980,0
rudbeckia,hirta,3,K9,1,1,1980,1
solidago,canadensis,3,K9,1,1,1980,1
solidago,rigida,5,K9,1,1,1980,3
zizia,aurea,5,K9,1,1,1980,5
acer,negundo,3,L9,1,1,1980,0
